GioiTinh,TinhTrangHonNhan,NgheNghiep,KhuVuc,HinhThuc,Mang,TienDT,HonNhan
Nu,DangCoGiaDinh,HSSV,Nam,TraTruoc,Viettel,202,2
Nam,DangCoGiaDinh,CongNhan,Nam,TraTruoc,Mobiphone,153,2
Nam,DangCoGiaDinh,CongNhan,Nam,TraTruoc,Viettel,208,2
Nam,ChuaLapGiaDinh,VHNT,Trung,TraTruoc,VinaPhone,44,1
Nam,LyHon,HanhChinh,Nam,TraTruoc,Viettel,208,3
Nam,DangCoGiaDinh,HanhChinh,Bac,TraTruoc,Mobiphone,46,2
Nu,DangCoGiaDinh,KyThuat,Trung,TraTruoc,Viettel,98,2
Nam,DangCoGiaDinh,TXTN,Nam,TraSau,Mobiphone,104,2
Nam,ChuaLapGiaDinh,NCKH,Bac,TraTruoc,Mobiphone,90,1
Nam,ChuaLapGiaDinh,TXCN,Nam,TraTruoc,VinaPhone,202,1
Nam,DangCoGiaDinh,KyThuat,Bac,TraSau,Viettel,107,2
Nu,DangCoGiaDinh,TXCN,Trung,TraTruoc,Mobiphone,49,2
Nu,DangCoGiaDinh,VHNT,Bac,TraTruoc,VinaPhone,153,2
Nu,DangCoGiaDinh,LaoDongDacBiet,Nam,TraTruoc,VinaPhone,188,2
Nam,DangCoGiaDinh,CongNhan,Trung,TraSau,Mobiphone,58,2
Nam,DangCoGiaDinh,TXTN,Trung,TraTruoc,Viettel,140,2
Nam,LyHon,TXCN,Bac,TraTruoc,VinaPhone,95,3
Nam,DangCoGiaDinh,HanhChinh,Nam,TraTruoc,Viettel,68,2
Nam,DangCoGiaDinh,CongNhan,Bac,TraSau,VinaPhone,71,2
Nam,DangCoGiaDinh,TXCN,Trung,TraTruoc,Vietnamobile,79,2
Nam,ChuaLapGiaDinh,VHNT,Bac,TraSau,Viettel,79,1
Nu,ChuaLapGiaDinh,TXTN,Trung,TraSau,Mobiphone,137,1
Nu,DangCoGiaDinh,HanhChinh,Nam,TraSau,VinaPhone,145,2
Nu,DangCoGiaDinh,VHNT,Nam,TraTruoc,VinaPhone,120,2
Nu,LyHon,TXCN,Trung,TraTruoc,VinaPhone,83,3
Nu,DangCoGiaDinh,KyThuat,Nam,TraTruoc,VinaPhone,193,2
Nu,DangCoGiaDinh,HSSV,Nam,TraTruoc,Viettel,157,2
Nam,DangCoGiaDinh,TXCN,Trung,TraSau,VinaPhone,117,2
Nu,DangCoGiaDinh,HSSV,Bac,TraTruoc,Viettel,145,2
Nam,ChuaLapGiaDinh,CongNhan,Trung,TraSau,VinaPhone,61,1
Nam,DangCoGiaDinh,HanhChinh,Nam,TraSau,Mobiphone,48,2
Nu,LyHon,CongNhan,Trung,TraTruoc,Viettel,185,3
Nam,ChuaLapGiaDinh,TXCN,Bac,TraTruoc,Mobiphone,169,1
Nam,DangCoGiaDinh,LaoDongDacBiet,Bac,TraTruoc,VinaPhone,125,2
Nu,ChuaLapGiaDinh,TXTN,Bac,TraSau,VinaPhone,63,1
Nam,DangCoGiaDinh,CongNhan,Trung,TraTruoc,Viettel,41,2
Nam,ChuaLapGiaDinh,KyThuat,Bac,TraSau,VinaPhone,42,1
Nu,ChuaLapGiaDinh,KyThuat,Nam,TraTruoc,VinaPhone,147,1
Nu,ChuaLapGiaDinh,TXCN,Bac,TraSau,Viettel,2,1
Nam,ChuaLapGiaDinh,CongNhan,Trung,TraSau,Viettel,28,1
Nam,DangCoGiaDinh,HanhChinh,Bac,TraTruoc,Viettel,128,2
Nam,DangCoGiaDinh,KyThuat,Trung,TraTruoc,Mobiphone,84,2
Nu,DangCoGiaDinh,HanhChinh,Nam,TraTruoc,Viettel,138,2
Nu,ChuaLapGiaDinh,CongNhan,Trung,TraSau,Mobiphone,79,1
Nu,DangCoGiaDinh,CongNhan,Nam,TraTruoc,VinaPhone,99,2
Nam,ChuaLapGiaDinh,TXCN,Bac,TraTruoc,Viettel,82,1
Nu,ChuaLapGiaDinh,KyThuat,Trung,TraTruoc,Viettel,130,1
Nam,DangCoGiaDinh,HanhChinh,Nam,TraTruoc,Viettel,238,2
Nu,DangCoGiaDinh,TXCN,Trung,TraSau,EVNTelecom,90,2
Nu,DangCoGiaDinh,CongNhan,Trung,TraTruoc,Viettel,201,2
Nu,LyHon,HanhChinh,Nam,TraSau,Mobiphone,242,3
Nam,ChuaLapGiaDinh,HanhChinh,Bac,TraSau,Mobiphone,163,1
Nu,DangCoGiaDinh,TXTN,Nam,TraTruoc,Mobiphone,172,2
Nu,DangCoGiaDinh,HanhChinh,Bac,TraSau,Mobiphone,85,2
Nam,DangCoGiaDinh,TXCN,Trung,TraTruoc,VinaPhone,194,2
Nam,DangCoGiaDinh,VHNT,Nam,TraSau,VinaPhone,165,2
Nu,DangCoGiaDinh,HanhChinh,Trung,TraTruoc,Mobiphone,0,2
Nu,ChuaLapGiaDinh,KyThuat,Nam,TraTruoc,Vietnamobile,137,1
Nu,ChuaLapGiaDinh,TXTN,Nam,TraTruoc,Viettel,141,1
Nam,DangCoGiaDinh,KyThuat,Bac,TraTruoc,VinaPhone,23,2
Nam,ChuaLapGiaDinh,KyThuat,Bac,TraTruoc,Viettel,11,1
Nam,ChuaLapGiaDinh,VHNT,Trung,TraTruoc,VinaPhone,77,1
Nam,LyHon,TXCN,Nam,TraTruoc,Mobiphone,58,3
Nu,DangCoGiaDinh,TXTN,Nam,TraTruoc,VinaPhone,150,2
Nu,ChuaLapGiaDinh,TXCN,Trung,TraTruoc,Viettel,90,1
Nu,LyHon,VHNT,Nam,TraTruoc,Viettel,119,3
Nu,DangCoGiaDinh,CongNhan,Trung,TraSau,VinaPhone,108,2
Nam,DangCoGiaDinh,VHNT,Bac,TraTruoc,Viettel,57,2
Nam,DangCoGiaDinh,TXTN,Bac,TraTruoc,Viettel,63,2
Nam,DangCoGiaDinh,TXTN,Nam,TraSau,VinaPhone,123,2
Nam,ChuaLapGiaDinh,LaoDongDacBiet,Nam,TraSau,Mobiphone,117,1
Nu,DangCoGiaDinh,TXCN,Trung,TraSau,VinaPhone,78,2
Nu,LyHon,TXTN,Nam,TraTruoc,Viettel,194,3
Nu,DangCoGiaDinh,TXCN,Trung,TraSau,VinaPhone,146,2
Nu,DangCoGiaDinh,TXCN,Bac,TraTruoc,VinaPhone,121,2
Nu,ChuaLapGiaDinh,VHNT,Trung,TraTruoc,Mobiphone,117,1
Nu,ChuaLapGiaDinh,TXTN,Nam,TraSau,Mobiphone,103,1
Nam,ChuaLapGiaDinh,VHNT,Bac,TraTruoc,Mobiphone,59,1
Nam,ChuaLapGiaDinh,TXTN,Nam,TraTruoc,Mobiphone,233,1
Nam,LyHon,HanhChinh,Bac,TraSau,VinaPhone,70,3
Nam,LyHon,KyThuat,Bac,TraTruoc,Mobiphone,192,3
Nu,DangCoGiaDinh,KyThuat,Trung,TraTruoc,Viettel,91,2
Nam,LyHon,HanhChinh,Bac,TraTruoc,Viettel,130,3
Nam,ChuaLapGiaDinh,HanhChinh,Trung,TraSau,VinaPhone,125,1
Nam,DangCoGiaDinh,CongNhan,Trung,TraTruoc,Viettel,129,2
Nam,DangCoGiaDinh,CongNhan,Trung,TraSau,Viettel,46,2
Nam,ChuaLapGiaDinh,TXTN,Nam,TraTruoc,VinaPhone,164,1
Nam,LyHon,TXCN,Nam,TraTruoc,Viettel,136,3
Nam,DangCoGiaDinh,TXTN,Bac,TraSau,Viettel,129,2
Nam,DangCoGiaDinh,TXCN,Nam,TraSau,Viettel,98,2
Nu,ChuaLapGiaDinh,KyThuat,Trung,TraSau,Viettel,49,1
Nu,DangCoGiaDinh,LaoDongDacBiet,Bac,TraTruoc,Viettel,55,2
Nam,ChuaLapGiaDinh,VHNT,Bac,TraTruoc,Mobiphone,35,1
Nu,ChuaLapGiaDinh,VHNT,Bac,TraSau,VinaPhone,154,1
Nu,DangCoGiaDinh,TXCN,Bac,TraSau,Mobiphone,88,2
Nu,LyHon,KyThuat,Bac,TraSau,Mobiphone,116,3
Nam,LyHon,TXTN,Trung,TraSau,VinaPhone,144,3
Nu,LyHon,HSSV,Trung,TraSau,Mobiphone,225,3
Nu,DangCoGiaDinh,HSSV,Nam,TraSau,Mobiphone,188,2
Nu,DangCoGiaDinh,VHNT,Bac,TraTruoc,Viettel,145,2
Nu,ChuaLapGiaDinh,HanhChinh,Bac,TraTruoc,Mobiphone,30,1
Nam,ChuaLapGiaDinh,KyThuat,Bac,TraSau,VinaPhone,101,1
Nam,ChuaLapGiaDinh,HanhChinh,Nam,TraSau,Mobiphone,88,1
Nu,DangCoGiaDinh,KyThuat,Trung,TraTruoc,VinaPhone,55,2
Nam,ChuaLapGiaDinh,VHNT,Nam,TraTruoc,VinaPhone,134,1
Nu,ChuaLapGiaDinh,HSSV,Trung,TraTruoc,VinaPhone,125,1
Nam,DangCoGiaDinh,KyThuat,Nam,TraSau,Viettel,114,2
Nu,ChuaLapGiaDinh,KyThuat,Nam,TraTruoc,S-Phone,136,1
Nu,ChuaLapGiaDinh,TXTN,Trung,TraTruoc,Mobiphone,55,1
Nam,ChuaLapGiaDinh,HanhChinh,Nam,TraTruoc,Mobiphone,145,1
Nam,DangCoGiaDinh,HanhChinh,Nam,TraTruoc,Viettel,158,2
Nu,LyHon,TXCN,Nam,TraSau,VinaPhone,157,3
Nu,ChuaLapGiaDinh,CongNhan,Trung,TraSau,VinaPhone,125,1
Nu,ChuaLapGiaDinh,NCKH,Nam,TraSau,VinaPhone,91,1
Nam,DangCoGiaDinh,TXCN,Nam,TraTruoc,VinaPhone,163,2
Nu,ChuaLapGiaDinh,HSSV,Nam,TraTruoc,Viettel,160,1
Nu,DangCoGiaDinh,CongNhan,Trung,TraTruoc,Mobiphone,92,2
Nam,ChuaLapGiaDinh,CongNhan,Nam,TraTruoc,Viettel,100,1
Nam,ChuaLapGiaDinh,VHNT,Bac,TraTruoc,Viettel,144,1
Nu,ChuaLapGiaDinh,TXCN,Bac,TraSau,VinaPhone,46,1
Nu,ChuaLapGiaDinh,HanhChinh,Trung,TraSau,VinaPhone,43,1
Nu,LyHon,VHNT,Trung,TraSau,Mobiphone,89,3
Nu,DangCoGiaDinh,KyThuat,Bac,TraSau,Viettel,151,2
Nam,LyHon,TXTN,Nam,TraTruoc,Mobiphone,83,3
Nu,DangCoGiaDinh,VHNT,Bac,TraTruoc,VinaPhone,40,2
Nu,DangCoGiaDinh,TXCN,Trung,TraSau,Mobiphone,70,2
Nu,ChuaLapGiaDinh,VHNT,Nam,TraTruoc,Viettel,90,1
Nu,LyHon,KyThuat,Trung,TraTruoc,Viettel,60,3
Nam,DangCoGiaDinh,TXCN,Trung,TraTruoc,Mobiphone,144,2
Nu,ChuaLapGiaDinh,CongNhan,Trung,TraTruoc,Mobiphone,11,1
Nu,ChuaLapGiaDinh,TXCN,Nam,TraTruoc,VinaPhone,153,1
Nam,DangCoGiaDinh,CongNhan,Nam,TraSau,VinaPhone,143,2
Nu,ChuaLapGiaDinh,HanhChinh,Nam,TraTruoc,Viettel,129,1
Nam,ChuaLapGiaDinh,NCKH,Nam,TraSau,VinaPhone,92,1
Nu,DangCoGiaDinh,TXCN,Nam,TraTruoc,Viettel,180,2
Nam,ChuaLapGiaDinh,KyThuat,Nam,TraSau,Viettel,122,1
Nam,DangCoGiaDinh,HSSV,Nam,TraTruoc,Viettel,110,2
Nam,DangCoGiaDinh,CongNhan,Bac,TraSau,Viettel,105,2
Nam,ChuaLapGiaDinh,TXCN,Bac,TraSau,VinaPhone,110,1
Nam,ChuaLapGiaDinh,VHNT,Bac,TraTruoc,Mobiphone,121,1
Nu,ChuaLapGiaDinh,KyThuat,Trung,TraTruoc,Beeline,102,1
Nu,ChuaLapGiaDinh,VHNT,Nam,TraTruoc,Mobiphone,206,1
Nu,ChuaLapGiaDinh,TXCN,Bac,TraTruoc,Mobiphone,63,1
Nu,DangCoGiaDinh,HanhChinh,Trung,TraTruoc,Viettel,172,2
Nu,DangCoGiaDinh,CongNhan,Nam,TraSau,Viettel,136,2
Nu,LyHon,TXCN,Trung,TraTruoc,Viettel,138,3
Nu,DangCoGiaDinh,TXTN,Nam,TraTruoc,Mobiphone,179,2
Nu,DangCoGiaDinh,KyThuat,Bac,TraTruoc,Viettel,47,2
Nu,DangCoGiaDinh,TXCN,Bac,TraSau,VinaPhone,46,2
Nam,ChuaLapGiaDinh,TXCN,Bac,TraTruoc,VinaPhone,260,1
Nu,ChuaLapGiaDinh,TXTN,Bac,TraSau,VinaPhone,57,1
Nu,DangCoGiaDinh,VHNT,Bac,TraSau,VinaPhone,120,2
Nu,DangCoGiaDinh,CongNhan,Nam,TraTruoc,Viettel,92,2
Nam,ChuaLapGiaDinh,TXCN,Nam,TraSau,VinaPhone,159,1
Nam,DangCoGiaDinh,TXTN,Trung,TraTruoc,Viettel,101,2
Nu,DangCoGiaDinh,TXTN,Trung,TraTruoc,VinaPhone,164,2
Nam,DangCoGiaDinh,TXTN,Bac,TraTruoc,Mobiphone,151,2
Nu,DangCoGiaDinh,CongNhan,Bac,TraSau,Mobiphone,51,2
Nu,DangCoGiaDinh,VHNT,Bac,TraTruoc,VinaPhone,107,2
Nu,DangCoGiaDinh,CongNhan,Trung,TraTruoc,VinaPhone,178,2
Nu,DangCoGiaDinh,TXCN,Nam,TraTruoc,VinaPhone,92,2
Nam,ChuaLapGiaDinh,KyThuat,Nam,TraSau,Mobiphone,210,1
Nam,DangCoGiaDinh,TXTN,Bac,TraSau,Beeline,56,2
Nam,DangCoGiaDinh,KyThuat,Nam,TraSau,Viettel,222,2
Nam,DangCoGiaDinh,CongNhan,Bac,TraTruoc,VinaPhone,137,2
Nu,DangCoGiaDinh,CongNhan,Trung,TraSau,VinaPhone,109,2
Nam,DangCoGiaDinh,TXTN,Trung,TraSau,VinaPhone,181,2
Nam,DangCoGiaDinh,HSSV,Nam,TraSau,Mobiphone,171,2
Nu,LyHon,TXCN,Trung,TraTruoc,VinaPhone,216,3
Nam,LyHon,KyThuat,Nam,TraTruoc,Mobiphone,173,3
Nam,ChuaLapGiaDinh,CongNhan,Nam,TraTruoc,Mobiphone,129,1
Nu,ChuaLapGiaDinh,TXCN,Trung,TraSau,VinaPhone,81,1
Nu,ChuaLapGiaDinh,KyThuat,Trung,TraTruoc,VinaPhone,125,1
Nam,DangCoGiaDinh,KyThuat,Nam,TraTruoc,Mobiphone,228,2
Nam,ChuaLapGiaDinh,TXTN,Trung,TraTruoc,Mobiphone,131,1
Nam,DangCoGiaDinh,TXTN,Trung,TraTruoc,Viettel,195,2
Nu,ChuaLapGiaDinh,CongNhan,Bac,TraTruoc,EVNTelecom,230,1
Nam,DangCoGiaDinh,KyThuat,Nam,TraSau,Viettel,117,2
Nam,DangCoGiaDinh,HanhChinh,Nam,TraSau,Viettel,114,2
Nam,LyHon,NCKH,Nam,TraTruoc,Mobiphone,153,3
Nam,ChuaLapGiaDinh,CongNhan,Bac,TraTruoc,VinaPhone,69,1
Nam,DangCoGiaDinh,KyThuat,Trung,TraTruoc,VinaPhone,93,2
Nam,DangCoGiaDinh,KyThuat,Bac,TraTruoc,Mobiphone,56,2
Nam,DangCoGiaDinh,TXTN,Nam,TraTruoc,Viettel,106,2
Nu,DangCoGiaDinh,KyThuat,Bac,TraSau,Viettel,149,2
Nu,DangCoGiaDinh,TXCN,Nam,TraTruoc,Mobiphone,85,2
Nam,DangCoGiaDinh,NCKH,Bac,TraTruoc,Viettel,122,2
Nam,DangCoGiaDinh,VHNT,Nam,TraTruoc,Mobiphone,92,2
Nu,DangCoGiaDinh,CongNhan,Bac,TraSau,Mobiphone,139,2
Nam,ChuaLapGiaDinh,TXCN,Nam,TraSau,VinaPhone,132,1
Nam,DangCoGiaDinh,CongNhan,Trung,TraTruoc,Viettel,102,2
Nam,LyHon,HanhChinh,Trung,TraTruoc,VinaPhone,115,3
Nu,DangCoGiaDinh,HanhChinh,Nam,TraTruoc,Viettel,112,2
Nam,DangCoGiaDinh,TXTN,Nam,TraSau,VinaPhone,206,2
Nam,ChuaLapGiaDinh,TXCN,Trung,TraTruoc,Viettel,133,1
Nam,ChuaLapGiaDinh,CongNhan,Nam,TraTruoc,Mobiphone,223,1
Nu,DangCoGiaDinh,KyThuat,Trung,TraSau,Viettel,62,2
Nam,LyHon,HanhChinh,Nam,TraSau,VinaPhone,167,3
Nam,DangCoGiaDinh,KyThuat,Trung,TraTruoc,Viettel,173,2
Nu,DangCoGiaDinh,HanhChinh,Trung,TraTruoc,Viettel,124,2
Nu,DangCoGiaDinh,HSSV,Bac,TraTruoc,Mobiphone,95,2
Nam,DangCoGiaDinh,KyThuat,Nam,TraTruoc,Mobiphone,231,2
Nam,ChuaLapGiaDinh,TXTN,Trung,TraSau,Mobiphone,169,1
Nam,ChuaLapGiaDinh,KyThuat,Trung,TraSau,Viettel,53,1
Nam,ChuaLapGiaDinh,TXTN,Bac,TraSau,VinaPhone,69,1
Nu,ChuaLapGiaDinh,HSSV,Bac,TraTruoc,Mobiphone,89,1
Nam,DangCoGiaDinh,CongNhan,Bac,TraTruoc,VinaPhone,126,2
Nam,DangCoGiaDinh,KyThuat,Nam,TraTruoc,VinaPhone,79,2
Nu,DangCoGiaDinh,HanhChinh,Nam,TraSau,VinaPhone,165,2
Nam,ChuaLapGiaDinh,TXCN,Bac,TraSau,VinaPhone,98,1
Nam,DangCoGiaDinh,KyThuat,Nam,TraTruoc,Vietnamobile,115,2
Nu,ChuaLapGiaDinh,TXTN,Trung,TraSau,Viettel,38,1
Nam,ChuaLapGiaDinh,KyThuat,Bac,TraSau,VinaPhone,72,1
Nam,DangCoGiaDinh,KyThuat,Bac,TraTruoc,VinaPhone,152,2
Nu,ChuaLapGiaDinh,TXTN,Bac,TraSau,VinaPhone,225,1
Nam,DangCoGiaDinh,TXTN,Trung,TraTruoc,VinaPhone,80,2
Nam,DangCoGiaDinh,KyThuat,Trung,TraTruoc,VinaPhone,64,2
Nu,ChuaLapGiaDinh,KyThuat,Trung,TraTruoc,VinaPhone,143,1
Nu,DangCoGiaDinh,TXCN,Bac,TraSau,Mobiphone,216,2
Nam,ChuaLapGiaDinh,NCKH,Nam,TraTruoc,Mobiphone,195,1
Nam,DangCoGiaDinh,KyThuat,Nam,TraTruoc,VinaPhone,144,2
Nam,ChuaLapGiaDinh,HanhChinh,Bac,TraTruoc,VinaPhone,142,1
Nam,DangCoGiaDinh,CongNhan,Nam,TraTruoc,Beeline,71,2
Nam,DangCoGiaDinh,TXCN,Bac,TraTruoc,VinaPhone,134,2
Nam,LyHon,KyThuat,Bac,TraTruoc,Mobiphone,158,3
Nu,DangCoGiaDinh,CongNhan,Nam,TraTruoc,Viettel,126,2
Nam,DangCoGiaDinh,VHNT,Trung,TraTruoc,VinaPhone,117,2
Nu,DangCoGiaDinh,TXTN,Bac,TraSau,Mobiphone,192,2
Nu,ChuaLapGiaDinh,HanhChinh,Trung,TraTruoc,VinaPhone,204,1
Nam,DangCoGiaDinh,CongNhan,Bac,TraSau,Viettel,108,2
Nu,LyHon,TXCN,Bac,TraTruoc,Mobiphone,43,3
Nam,ChuaLapGiaDinh,VHNT,Nam,TraTruoc,VinaPhone,135,1
Nam,DangCoGiaDinh,HanhChinh,Trung,TraSau,VinaPhone,138,2
Nu,DangCoGiaDinh,TXTN,Trung,TraTruoc,Mobiphone,202,2
Nu,DangCoGiaDinh,TXCN,Trung,TraTruoc,VinaPhone,217,2
Nu,DangCoGiaDinh,TXTN,Bac,TraSau,Vietnamobile,23,2
Nu,ChuaLapGiaDinh,TXCN,Trung,TraTruoc,Beeline,136,1
Nu,DangCoGiaDinh,TXTN,Nam,TraTruoc,Viettel,298,2
Nu,ChuaLapGiaDinh,TXTN,Trung,TraTruoc,VinaPhone,64,1
Nu,DangCoGiaDinh,CongNhan,Bac,TraSau,Viettel,70,2
Nu,DangCoGiaDinh,TXCN,Bac,TraTruoc,Viettel,61,2
Nam,ChuaLapGiaDinh,VHNT,Bac,TraTruoc,Mobiphone,83,1
Nam,DangCoGiaDinh,HanhChinh,Nam,TraTruoc,Mobiphone,175,2
Nu,ChuaLapGiaDinh,VHNT,Trung,TraSau,Vietnamobile,163,1
Nu,DangCoGiaDinh,CongNhan,Bac,TraTruoc,S-Phone,84,2
Nam,ChuaLapGiaDinh,TXTN,Bac,TraTruoc,Viettel,33,1
Nu,ChuaLapGiaDinh,TXCN,Bac,TraTruoc,Viettel,63,1
Nu,ChuaLapGiaDinh,TXTN,Nam,TraTruoc,Viettel,106,1
Nu,ChuaLapGiaDinh,HanhChinh,Nam,TraTruoc,Vietnamobile,167,1
Nam,LyHon,VHNT,Nam,TraTruoc,VinaPhone,179,3
Nam,ChuaLapGiaDinh,KyThuat,Trung,TraTruoc,Viettel,80,1
Nu,LyHon,HanhChinh,Bac,TraSau,Mobiphone,162,3
Nam,DangCoGiaDinh,TXTN,Nam,TraSau,Mobiphone,84,2
Nu,LyHon,KyThuat,Nam,TraSau,Mobiphone,100,3
Nam,ChuaLapGiaDinh,HanhChinh,Nam,TraTruoc,Mobiphone,137,1
Nam,DangCoGiaDinh,HSSV,Bac,TraTruoc,Viettel,56,2
Nu,ChuaLapGiaDinh,TXTN,Bac,TraTruoc,Viettel,40,1
Nam,ChuaLapGiaDinh,TXTN,Trung,TraTruoc,VinaPhone,166,1
Nam,DangCoGiaDinh,HanhChinh,Trung,TraTruoc,Viettel,132,2
Nam,ChuaLapGiaDinh,TXTN,Trung,TraSau,VinaPhone,123,1
Nu,DangCoGiaDinh,KyThuat,Bac,TraTruoc,Viettel,121,2
Nam,DangCoGiaDinh,HanhChinh,Bac,TraTruoc,Mobiphone,68,2
Nu,DangCoGiaDinh,CongNhan,Trung,TraTruoc,VinaPhone,151,2
Nam,ChuaLapGiaDinh,NCKH,Nam,TraSau,Viettel,197,1
Nu,ChuaLapGiaDinh,KyThuat,Nam,TraTruoc,Viettel,230,1
Nu,DangCoGiaDinh,TXCN,Nam,TraSau,Mobiphone,113,2
Nu,DangCoGiaDinh,TXCN,Bac,TraSau,Viettel,98,2
Nu,ChuaLapGiaDinh,HSSV,Nam,TraTruoc,Mobiphone,146,1
Nu,ChuaLapGiaDinh,KyThuat,Nam,TraSau,VinaPhone,158,1
Nam,LyHon,TXCN,Bac,TraTruoc,Mobiphone,84,3
Nam,ChuaLapGiaDinh,CongNhan,Trung,TraSau,Viettel,128,1
Nu,DangCoGiaDinh,TXTN,Trung,TraTruoc,Mobiphone,87,2
Nam,DangCoGiaDinh,CongNhan,Trung,TraSau,VinaPhone,78,2
Nu,DangCoGiaDinh,KyThuat,Nam,TraSau,VinaPhone,136,2
Nu,ChuaLapGiaDinh,HanhChinh,Trung,TraTruoc,Viettel,120,1
Nam,ChuaLapGiaDinh,KyThuat,Bac,TraTruoc,Mobiphone,96,1
Nam,ChuaLapGiaDinh,HanhChinh,Bac,TraSau,Mobiphone,89,1
Nam,DangCoGiaDinh,HanhChinh,Trung,TraTruoc,VinaPhone,105,2
Nu,DangCoGiaDinh,TXTN,Bac,TraTruoc,VinaPhone,61,2
Nu,ChuaLapGiaDinh,TXCN,Nam,TraSau,VinaPhone,53,1
Nam,ChuaLapGiaDinh,HanhChinh,Trung,TraTruoc,Viettel,111,1
Nam,ChuaLapGiaDinh,KyThuat,Trung,TraTruoc,Mobiphone,73,1
Nam,ChuaLapGiaDinh,KyThuat,Bac,TraTruoc,Viettel,51,1
Nu,DangCoGiaDinh,CongNhan,Nam,TraSau,Viettel,172,2
Nam,DangCoGiaDinh,HanhChinh,Nam,TraSau,VinaPhone,239,2
Nam,DangCoGiaDinh,KyThuat,Bac,TraTruoc,Viettel,162,2
Nam,DangCoGiaDinh,TXTN,Bac,TraTruoc,Viettel,148,2
Nu,DangCoGiaDinh,KyThuat,Nam,TraTruoc,Mobiphone,93,2
Nu,ChuaLapGiaDinh,TXCN,Trung,TraTruoc,Mobiphone,132,1
Nam,DangCoGiaDinh,TXCN,Nam,TraTruoc,Vietnamobile,180,2
Nam,LyHon,TXTN,Trung,TraSau,VinaPhone,68,3
Nu,ChuaLapGiaDinh,HanhChinh,Nam,TraSau,VinaPhone,150,1
Nu,ChuaLapGiaDinh,CongNhan,Nam,TraTruoc,VinaPhone,102,1
Nu,DangCoGiaDinh,NCKH,Nam,TraSau,Mobiphone,173,2
Nu,LyHon,TXCN,Nam,TraTruoc,Vietnamobile,81,3
Nu,ChuaLapGiaDinh,TXTN,Nam,TraSau,VinaPhone,135,1
Nam,ChuaLapGiaDinh,TXTN,Bac,TraTruoc,VinaPhone,93,1
Nu,ChuaLapGiaDinh,TXTN,Nam,TraTruoc,Viettel,120,1
Nu,DangCoGiaDinh,HanhChinh,Bac,TraTruoc,Mobiphone,150,2
Nam,LyHon,TXCN,Trung,TraTruoc,Viettel,60,3
Nam,DangCoGiaDinh,KyThuat,Trung,TraSau,Viettel,99,2
Nam,DangCoGiaDinh,HanhChinh,Bac,TraTruoc,Viettel,113,2
Nam,ChuaLapGiaDinh,TXTN,Nam,TraTruoc,VinaPhone,110,1
Nu,DangCoGiaDinh,NCKH,Nam,TraSau,Mobiphone,135,2
Nu,ChuaLapGiaDinh,KyThuat,Trung,TraTruoc,Viettel,75,1
Nam,DangCoGiaDinh,TXTN,Nam,TraSau,S-Phone,238,2
Nu,ChuaLapGiaDinh,CongNhan,Nam,TraSau,Mobiphone,36,1
Nam,ChuaLapGiaDinh,TXTN,Bac,TraTruoc,Viettel,107,1
Nam,ChuaLapGiaDinh,KyThuat,Trung,TraTruoc,Viettel,67,1
Nam,DangCoGiaDinh,LaoDongDacBiet,Bac,TraTruoc,VinaPhone,146,2
Nu,ChuaLapGiaDinh,HSSV,Nam,TraTruoc,Viettel,108,1
Nu,ChuaLapGiaDinh,HanhChinh,Nam,TraTruoc,Viettel,175,1
Nam,DangCoGiaDinh,LaoDongDacBiet,Trung,TraTruoc,Viettel,156,2
Nu,DangCoGiaDinh,CongNhan,Nam,TraTruoc,Mobiphone,107,2
Nam,DangCoGiaDinh,HanhChinh,Nam,TraTruoc,VinaPhone,150,2
Nam,DangCoGiaDinh,TXCN,Nam,TraTruoc,Viettel,122,2
Nam,ChuaLapGiaDinh,HSSV,Nam,TraTruoc,Mobiphone,140,1
Nam,DangCoGiaDinh,LaoDongDacBiet,Nam,TraTruoc,VinaPhone,102,2
Nu,LyHon,CongNhan,Nam,TraTruoc,Mobiphone,96,3
Nu,ChuaLapGiaDinh,TXTN,Trung,TraTruoc,Viettel,135,1
Nu,ChuaLapGiaDinh,HanhChinh,Trung,TraTruoc,Viettel,170,1
Nu,DangCoGiaDinh,VHNT,Bac,TraTruoc,EVNTelecom,48,2
Nam,DangCoGiaDinh,TXTN,Trung,TraSau,Viettel,125,2
Nu,DangCoGiaDinh,CongNhan,Nam,TraSau,VinaPhone,167,2
Nam,DangCoGiaDinh,HanhChinh,Trung,TraTruoc,Mobiphone,170,2
Nam,DangCoGiaDinh,VHNT,Trung,TraTruoc,VinaPhone,135,2
Nu,ChuaLapGiaDinh,TXTN,Bac,TraTruoc,Vietnamobile,108,1
Nam,DangCoGiaDinh,KyThuat,Bac,TraSau,Viettel,71,2
Nam,DangCoGiaDinh,TXTN,Nam,TraTruoc,Viettel,155,2
Nam,DangCoGiaDinh,HanhChinh,Trung,TraTruoc,Viettel,124,2
Nam,ChuaLapGiaDinh,CongNhan,Trung,TraTruoc,Vietnamobile,100,1
Nam,DangCoGiaDinh,HanhChinh,Nam,TraSau,VinaPhone,69,2
Nu,DangCoGiaDinh,CongNhan,Trung,TraSau,Vietnamobile,82,2
Nam,DangCoGiaDinh,TXCN,Trung,TraSau,Viettel,133,2
